,srl_ba,result_srl_kk,preds_kk,sentence,sent_len
545,"{'verbs': [{'verb': 'хужалығына', 'description': {'V': 'хужалығына', 'Arg(пациенс)': 'был'}, 'tags': ['O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Яңы', 'закон', 'буйынса', 'был', 'һалым', 'күләме', '25', 'процентҡа', 'йәки', 'унан', 'да', 'кәмерәк', 'буласаҡ,', 'был', 'торлаҡҡа', 'һәм', 'ауыл', 'хужалығына', 'тура', 'килгән', 'капиталды', 'кәметәсәк', 'һәм', 'уны', 'эске', 'корпоратив', 'инвестицияларға', 'йәлеп', 'итәсәк.'], 'metric': 1.0}","{'verbs': [{'verb': '', 'description': {'ARG1': 'был капиталды', 'V': '', 'ARG2': 'процентҡа йәки'}, 'tags': ['O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'ARG2', 'ARG2', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'буласаҡ', 'description': {'ARGM-ADV': 'буйынса тура Яңы', 'ARG1': 'был капиталды', 'ARGM-MOD': '', 'V': 'буласаҡ', 'ARG2': 'процентҡа йәки', 'C-ARG1': 'капиталды тура кәметәсәк хужалығына йәки һәм ауыл инвестицияларға уны корпоратив'}, 'tags': ['ARGM-ADV', 'O', 'ARGM-ADV', 'ARG1', 'O', 'O', 'O', 'ARG2', 'ARG2', 'O', 'O', 'O', 'V', 'ARG1', 'O', 'C-ARG1', 'C-ARG1', 'C-ARG1', 'ARGM-ADV', 'O', 'ARG1', 'C-ARG1', 'C-ARG1', 'C-ARG1', 'O', 'C-ARG1', 'C-ARG1', 'O', 'O']}, {'verb': '', 'description': {'ARG0': '', 'V': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'ARG0': 'процентҡа йәки', 'R-ARG0': '', 'ARGM-MOD': '', 'V': '', 'ARG1': 'капиталды тура кәметәсәк хужалығына йәки һәм ауыл инвестицияларға'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'O', 'ARG1', 'ARG1', 'ARG1', 'O', 'O', 'O', 'ARG1', 'O', 'O']}, {'verb': '', 'description': {'ARG0': 'процентҡа йәки', 'R-ARG0': '', 'ARGM-MOD': '', 'V': '', 'ARG1': 'уны', 'ARG2': 'тура корпоратив'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG2', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'ARG2', 'O', 'O', 'O']}], 'words': ['Яңы', 'закон', 'буйынса', 'был', 'һалым', 'күләме', '25', 'процентҡа', 'йәки', 'унан', 'да', 'кәмерәк', 'буласаҡ,', 'был', 'торлаҡҡа', 'һәм', 'ауыл', 'хужалығына', 'тура', 'килгән', 'капиталды', 'кәметәсәк', 'һәм', 'уны', 'эске', 'корпоратив', 'инвестицияларға', 'йәлеп', 'итәсәк.']}",,"Яңы закон буйынса был һалым күләме 25 процентҡа йәки унан да кәмерәк буласаҡ, был торлаҡҡа һәм ауыл хужалығына тура килгән капиталды кәметәсәк һәм уны эске корпоратив инвестицияларға йәлеп итәсәк.",29
546,"{'verbs': [{'verb': 'үҙгәртелмәһә', 'description': {'V': 'үҙгәртелмәһә', 'Arg(тема)': 'күләме', 'Arg(срок)': 'йыл', 'Arg(пациенс)': 'ҡағиҙәләре'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'Arg(тема)', 'O', 'Arg(срок)', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Конгрестың', 'бюджет', 'идаралығы', 'фараздары', 'буйынса,', 'һалым', 'ҡағиҙәләре', 'үҙгәртелмәһә', 'лә,', 'ун', 'йыл', 'дауамында', 'дефицит', 'күләме', 'ЭСКЕ', 'ТУЛАЙЫМ', 'ПРОДУКТТЫҢ', '3,4-тән', '4', 'процентҡа', 'тиклем', 'артыуы', 'ихтимал.'], 'metric': 1.0}","{'verbs': [{'verb': 'артыуы', 'description': {'ARGM-ADV': 'үҙгәртелмәһә бюджет ТУЛАЙЫМ', 'ARG1': 'дефицит', 'ARGM-MOD': 'үҙгәртелмәһә ихтимал', 'V': 'артыуы', 'ARG3': '34тән', 'ARG4': '34тән бюджет ун ПРОДУКТТЫҢ', 'ARGM-TMP': 'дауамында ун йыл'}, 'tags': ['O', 'ARGM-ADV', 'O', 'O', 'O', 'O', 'O', 'ARGM-ADV', 'O', 'ARG4', 'ARGM-TMP', 'ARGM-TMP', 'ARG1', 'O', 'O', 'ARGM-ADV', 'ARG4', 'ARG3', 'ARG3', 'O', 'O', 'V', 'ARGM-MOD']}, {'verb': '', 'description': {'ARG1': 'бюджет ТУЛАЙЫМ', 'ARGM-NEG': 'үҙгәртелмәһә', 'V': ''}, 'tags': ['O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'ARGM-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Конгрестың', 'бюджет', 'идаралығы', 'фараздары', 'буйынса,', 'һалым', 'ҡағиҙәләре', 'үҙгәртелмәһә', 'лә,', 'ун', 'йыл', 'дауамында', 'дефицит', 'күләме', 'ЭСКЕ', 'ТУЛАЙЫМ', 'ПРОДУКТТЫҢ', '3,4-тән', '4', 'процентҡа', 'тиклем', 'артыуы', 'ихтимал.']}",,"Конгрестың бюджет идаралығы фараздары буйынса, һалым ҡағиҙәләре үҙгәртелмәһә лә, ун йыл дауамында дефицит күләме ЭСКЕ ТУЛАЙЫМ ПРОДУКТТЫҢ 3,4-тән 4 процентҡа тиклем артыуы ихтимал.",23
547,"{'verbs': [{'verb': 'булып', 'description': {'V': 'булып', 'Arg(тема)': 'рузимурадовтың'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'V', 'O']}], 'words': ['Донъя', 'берләшмәһе', 'Бекжановтың', 'эшен', 'иғтибар', 'менән', 'күҙәтһә', 'лә,', 'рузимурадовтың', 'яҙмышы', 'йомаҡ', 'булып', 'ҡала.'], 'metric': 1.0}","{'verbs': [{'verb': 'булып', 'description': {'ARGM-ADV': 'берләшмәһе менән күҙәтһә Донъя Бекжановтың рузимурадовтың', 'ARG1': '', 'V': 'булып', 'ARG3': ''}, 'tags': ['ARGM-ADV', 'ARGM-ADV', 'ARGM-ADV', 'O', 'O', 'ARGM-ADV', 'ARGM-ADV', 'ARGM-ADV', 'ARGM-ADV', 'O', 'O', 'V', 'O']}], 'words': ['Донъя', 'берләшмәһе', 'Бекжановтың', 'эшен', 'иғтибар', 'менән', 'күҙәтһә', 'лә,', 'рузимурадовтың', 'яҙмышы', 'йомаҡ', 'булып', 'ҡала.']}",,"Донъя берләшмәһе Бекжановтың эшен иғтибар менән күҙәтһә лә, рузимурадовтың яҙмышы йомаҡ булып ҡала.",13
548,"{'verbs': [{'verb': 'ҡайтырға', 'description': {'V': 'ҡайтырға', 'Arg(субъект психологического состояния)': 'ул', 'Arg(конечная точка)': 'журналистикаға'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'Arg(конечная точка)', 'O', 'O', 'V', 'O']}], 'words': ['Хәҙер', 'уға', '53', 'йәш,', 'һәм', 'ул', 'журналистикаға', 'бер', 'көндә', 'ҡайтырға', 'теләй.'], 'metric': 1.0}","{'verbs': [{'verb': '', 'description': {'ARGM-TMP': 'Хәҙер', 'ARG1': 'уға ул', 'V': '', 'ARG2': 'йәш'}, 'tags': ['ARGM-TMP', 'ARG1', 'O', 'ARG2', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'теләй', 'description': {'ARG0': 'уға ул', 'V': 'теләй', 'ARG1': 'журналистикаға ҡайтырға бер'}, 'tags': ['O', 'ARG0', 'O', 'O', 'O', 'ARG0', 'ARG1', 'ARG1', 'O', 'ARG1', 'V']}, {'verb': 'ҡайтырға', 'description': {'ARG1': 'уға ул', 'V': 'ҡайтырға', 'ARG4': 'журналистикаға', 'ARGM-TMP': 'бер'}, 'tags': ['O', 'ARG1', 'O', 'O', 'O', 'ARG1', 'ARG4', 'ARGM-TMP', 'O', 'V', 'O']}], 'words': ['Хәҙер', 'уға', '53', 'йәш,', 'һәм', 'ул', 'журналистикаға', 'бер', 'көндә', 'ҡайтырға', 'теләй.']}",,"Хәҙер уға 53 йәш, һәм ул журналистикаға бер көндә ҡайтырға теләй.",11
549,"{'verbs': [{'verb': 'иғлан', 'description': {'V': 'иғлан', 'Arg(говорящий)': 'ул', 'Arg(содержание высказывания)': 'аслыҡ'}, 'tags': ['O', 'O', 'Arg(говорящий)', 'O', 'O', 'Arg(содержание высказывания)', 'V', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(пациенс)': 'ул', 'Arg(содержание действия)': 'ауыр'}, 'tags': ['O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'Arg(содержание действия)', 'O', 'O', 'O']}], 'words': ['Төрмәгә', 'ҡаршы', 'ул', 'йыш', 'ҡына', 'аслыҡ', 'иғлан', 'итә.', 'Унан', 'да', 'бигерәк,', 'ул', 'туберкулездың', 'ауыр', 'формаһы', 'менән', 'яфалана.'], 'metric': 0.83}","{'verbs': [{'verb': '', 'description': {'ARG0': 'ул', 'ARGM-TMP': 'йыш ҡына', 'V': '', 'ARG1': 'менән'}, 'tags': ['O', 'O', 'ARG0', 'ARGM-TMP', 'ARGM-TMP', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'O', 'O', 'O', 'ARG1', 'O']}, {'verb': 'итә', 'description': {'ARGM-DIS': '', 'ARG0': 'ул', 'V': 'итә', 'ARG1': 'менән ауыр формаһы туберкулездың'}, 'tags': ['O', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'ARG0', 'ARG1', 'ARG1', 'ARG1', 'ARG1', 'O']}], 'words': ['Төрмәгә', 'ҡаршы', 'ул', 'йыш', 'ҡына', 'аслыҡ', 'иғлан', 'итә.', 'Унан', 'да', 'бигерәк,', 'ул', 'туберкулездың', 'ауыр', 'формаһы', 'менән', 'яфалана.']}",,"Төрмәгә ҡаршы ул йыш ҡына аслыҡ иғлан итә. Унан да бигерәк, ул туберкулездың ауыр формаһы менән яфалана.",17
550,"{'verbs': [{'verb': 'ҡулға', 'description': {'V': 'ҡулға', 'Arg(пациенс)': 'журналист', 'Arg(срок)': 'ай'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(срок)', 'O', 'O', 'Arg(пациенс)', 'V', 'O']}], 'words': ['Мәҫәлән,', 'рузимурадтарҙы', 'азат', 'итеүгә', 'бер', 'ай', 'ҡалғас,', 'ике', 'журналист', 'ҡулға', 'алына.'], 'metric': 1.0}","{'verbs': [{'verb': '', 'description': {'ARGM-DIS': '', 'ARGM-TMP': 'бер ай Мәҫәлән ҡулға', 'ARG1': 'ике рузимурадтарҙы журналист', 'V': ''}, 'tags': ['ARGM-TMP', 'ARG1', 'O', 'O', 'ARGM-TMP', 'ARGM-TMP', 'O', 'ARG1', 'ARG1', 'ARGM-TMP', 'O']}], 'words': ['Мәҫәлән,', 'рузимурадтарҙы', 'азат', 'итеүгә', 'бер', 'ай', 'ҡалғас,', 'ике', 'журналист', 'ҡулға', 'алына.']}",,"Мәҫәлән, рузимурадтарҙы азат итеүгә бер ай ҡалғас, ике журналист ҡулға алына.",11
551,"{'verbs': [{'verb': 'булып', 'description': {'V': 'булып', 'Arg(статус)': 'үҙенсәлеге', 'Arg(тема)': 'оҙайлы', 'Arg(пациенс)': 'юлы'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(статус)', 'V', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O']}], 'words': ['Һөҙөмтәле', 'дәүләт', 'идара', 'итеүенең', 'төп', 'үҙенсәлеге', 'булып', 'оҙайлы', 'ваҡытҡа', 'иҫәпләнгән,', 'йәғни', 'перспективалы', 'фекерләү', 'юлы', 'тора.'], 'metric': 1.0}","{'verbs': [{'verb': 'булып', 'description': {'ARG1': 'перспективалы идара', 'V': 'булып', 'ARG2': 'йәғни булып оҙайлы перспективалы юлы'}, 'tags': ['O', 'O', 'ARG1', 'O', 'O', 'O', 'V', 'ARG2', 'O', 'O', 'ARG2', 'ARG1', 'O', 'ARG2', 'O']}], 'words': ['Һөҙөмтәле', 'дәүләт', 'идара', 'итеүенең', 'төп', 'үҙенсәлеге', 'булып', 'оҙайлы', 'ваҡытҡа', 'иҫәпләнгән,', 'йәғни', 'перспективалы', 'фекерләү', 'юлы', 'тора.']}",,"Һөҙөмтәле дәүләт идара итеүенең төп үҙенсәлеге булып оҙайлы ваҡытҡа иҫәпләнгән, йәғни перспективалы фекерләү юлы тора.",15
552,"{'verbs': [{'verb': 'ныҡ', 'description': {'V': 'ныҡ', 'Arg(содержание действия)': 'быны', 'Arg(агенс)': 'улар', 'Arg(пациенс)': 'улар'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'Arg(агенс)', 'O', 'V', 'O', 'O']}], 'words': ['Уның', 'урынына', 'сәйәсмәндәр', 'һайлаусыларға', 'ҡыҫҡа', 'ваҡытлы', 'перспективала', 'оҡшарлыҡ', 'һөҙөмтәләргә', 'ирешергә', 'тейеш,', 'әгәр', 'быны', 'эшләмәһәләр,', 'улар', 'һайлауҙарҙа', 'ныҡ', 'яза', 'биреләсәк.'], 'metric': 1.0}","{'verbs': [{'verb': 'эшләмәһәләр биреләсәк', 'description': {'ARGM-DIS': '', 'ARG0': 'һайлаусыларға', 'ARGM-MOD': 'тейеш', 'V': 'эшләмәһәләр биреләсәк', 'ARG1': 'сәйәсмәндәр һөҙөмтәләргә', 'ARGM-GOL': 'һайлаусыларға һөҙөмтәләргә', 'ARGM-TMP': 'ваҡытлы'}, 'tags': ['O', 'O', 'ARG1', 'ARG0', 'O', 'ARGM-TMP', 'O', 'O', 'ARG1', 'O', 'ARGM-MOD', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'V']}, {'verb': 'сәйәсмәндәр', 'description': {'V': 'сәйәсмәндәр', 'ARG1': 'һөҙөмтәләргә'}, 'tags': ['O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'ARGM-ADV': 'әгәр эшләмәһәләр улар', 'ARG1': 'улар', 'ARGM-MOD': '', 'ARGM-MNR': '', 'V': '', 'ARGM-LOC': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARGM-ADV', 'O', 'ARGM-ADV', 'ARGM-ADV', 'O', 'O', 'O', 'O']}], 'words': ['Уның', 'урынына', 'сәйәсмәндәр', 'һайлаусыларға', 'ҡыҫҡа', 'ваҡытлы', 'перспективала', 'оҡшарлыҡ', 'һөҙөмтәләргә', 'ирешергә', 'тейеш,', 'әгәр', 'быны', 'эшләмәһәләр,', 'улар', 'һайлауҙарҙа', 'ныҡ', 'яза', 'биреләсәк.']}",,"Уның урынына сәйәсмәндәр һайлаусыларға ҡыҫҡа ваҡытлы перспективала оҡшарлыҡ һөҙөмтәләргә ирешергә тейеш, әгәр быны эшләмәһәләр, улар һайлауҙарҙа ныҡ яза биреләсәк.",19
553,"{'verbs': [{'verb': 'үҙгәреүенә', 'description': {'V': 'үҙгәреүенә', 'Arg(результат)': 'ҡабул'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(тема)': 'сиратында,', 'Arg(пациенс)': 'ҡотолоп,', 'Arg(статус)': 'ҡарарҙар', 'Arg(эталон)': 'дошманлыҡ'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(статус)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Был,', 'иң', 'элек,', 'пландарҙың', 'тулы', 'сменаһына', 'һәм', 'аҙ', 'ғына', 'сәйәси', 'конъюнктураның', 'үҙгәреүенә', 'килтерә.', 'Бынан', 'тыш,', 'был', 'сәйәси', 'ҡараштарҙан', 'ҡотолоп,', 'баҙарҙың', 'тотороҡлолоғон', 'кәметә,', 'һәм', 'бындай', 'иреклелек', 'һайланған', 'сәйәсмәндәр', 'һәм', 'мәғариф', 'араһында', 'дәүләт', 'хеҙмәтендә', 'дошманлыҡ', 'тыуҙыра,', 'ә,', 'үҙ', 'сиратында,', 'был', 'төркөмдәр', 'араһындағы', 'мөнәсәбәттәр', 'факттарға', 'нигеҙләнгән', 'ҡарарҙар', 'ҡабул', 'итеү', 'өсөн', 'һөҙөмтәле,', 'алдан', 'күҙалланған', 'һәм', 'киҫкен', 'мөһим', 'булып', 'тора.'], 'metric': 0.9}","{'verbs': [{'verb': '', 'description': {'ARG0': 'Был был', 'V': '', 'ARGM-DIS': 'Бынан алдан', 'ARG2': 'пландарҙың һәм бындай ҡарарҙар In араһындағы'}, 'tags': ['ARG0', 'O', 'O', 'ARG2', 'O', 'O', 'ARG2', 'O', 'O', 'O', 'O', 'O', 'O', 'ARGM-DIS', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG2', 'ARG2', 'O', 'O', 'O', 'ARG2', 'O', 'ARG2', 'O', 'O', 'O', 'O', 'ARG2', 'O', 'O', 'ARG0', 'O', 'ARG2', 'O', 'O', 'O', 'ARG2', 'O', 'O', 'O', 'O', 'ARGM-DIS', 'O', 'ARG2', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'ARGM-DIS': 'in Бынан', 'ARG0': 'был', 'V': '', 'ARG1': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARGM-DIS', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'ARGM-DIS': 'in Бынан', 'ARG0': 'был', 'V': '', 'ARG1': ''}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARGM-DIS', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'ARG0': 'был бындай дошманлыҡ мөнәсәбәттәр', 'V': '', 'ARG1': 'дошманлыҡ араһында араһындағы баҙарҙың һәм төркөмдәр'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG0', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'ARG1', 'ARG0', 'O', 'O', 'O', 'ARG1', 'O', 'ARG1', 'O', 'O', 'ARG0', 'O', 'ARG0', 'O', 'O', 'ARG0', 'ARG1', 'ARG1', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'V': '', 'ARG1': 'баҙарҙың'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'булып', 'description': {'ARGM-ADV': 'In', 'ARG1': 'араһындағы ҡарарҙар был төркөмдәр', 'V': 'булып', 'ARG2': 'иреклелек һәм нигеҙләнгән пландарҙың ҡарарҙар'}, 'tags': ['O', 'O', 'O', 'ARG2', 'O', 'O', 'ARG2', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG2', 'O', 'ARG2', 'O', 'O', 'ARG2', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'ARG1', 'ARG1', 'ARG1', 'O', 'O', 'ARG2', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG2', 'O', 'O', 'V', 'O']}, {'verb': '', 'description': {'V': '', 'ARG1': 'пландарҙың ҡарарҙар'}, 'tags': ['O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'ARG1': 'пландарҙың ҡарарҙар', 'V': '', 'ARG2': ''}, 'tags': ['O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Был,', 'иң', 'элек,', 'пландарҙың', 'тулы', 'сменаһына', 'һәм', 'аҙ', 'ғына', 'сәйәси', 'конъюнктураның', 'үҙгәреүенә', 'килтерә.', 'Бынан', 'тыш,', 'был', 'сәйәси', 'ҡараштарҙан', 'ҡотолоп,', 'баҙарҙың', 'тотороҡлолоғон', 'кәметә,', 'һәм', 'бындай', 'иреклелек', 'һайланған', 'сәйәсмәндәр', 'һәм', 'мәғариф', 'араһында', 'дәүләт', 'хеҙмәтендә', 'дошманлыҡ', 'тыуҙыра,', 'ә,', 'үҙ', 'сиратында,', 'был', 'төркөмдәр', 'араһындағы', 'мөнәсәбәттәр', 'факттарға', 'нигеҙләнгән', 'ҡарарҙар', 'ҡабул', 'итеү', 'өсөн', 'һөҙөмтәле,', 'алдан', 'күҙалланған', 'һәм', 'киҫкен', 'мөһим', 'булып', 'тора.']}",,"Был, иң элек, пландарҙың тулы сменаһына һәм аҙ ғына сәйәси конъюнктураның үҙгәреүенә килтерә. Бынан тыш, был сәйәси ҡараштарҙан ҡотолоп, баҙарҙың тотороҡлолоғон кәметә, һәм бындай иреклелек һайланған сәйәсмәндәр һәм мәғариф араһында дәүләт хеҙмәтендә дошманлыҡ тыуҙыра, ә, үҙ сиратында, был төркөмдәр араһындағы мөнәсәбәттәр факттарға нигеҙләнгән ҡарарҙар ҡабул итеү өсөн һөҙөмтәле, алдан күҙалланған һәм киҫкен мөһим булып тора.",55
554,"{'verbs': [{'verb': 'ҡулланыла', 'description': {'V': 'ҡулланыла', 'Arg(тема)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Беренсенән,', 'референдум', 'хәүефле,', 'айырыуса', 'ул', 'һирәк', 'ҡулланыла', 'икән,', 'электораттың', 'уның', 'буйынса', 'ҙур', 'булмаған', 'тәжрибәһе', 'бар.'], 'metric': 1.0}","{'verbs': [{'verb': 'булмаған', 'description': {'ARGM-DIS': '', 'ARG1': 'электораттың референдум', 'V': 'булмаған', 'ARG2': '', 'ARGM-CAU': 'Беренсенән айырыуса ул булмаған электораттың бар ҡулланыла'}, 'tags': ['ARGM-CAU', 'ARG1', 'O', 'ARGM-CAU', 'V', 'O', 'ARGM-CAU', 'O', 'ARG1', 'O', 'O', 'O', 'V', 'O', 'ARGM-CAU']}, {'verb': '', 'description': {'ARG1': 'ул', 'ARGM-TMP': 'айырыуса булмаған', 'V': ''}, 'tags': ['O', 'O', 'O', 'ARGM-TMP', 'ARG1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ARGM-TMP', 'O', 'O']}, {'verb': 'бар', 'description': {'ARG0': 'электораттың', 'V': 'бар', 'ARG1': 'булмаған ҡулланыла'}, 'tags': ['O', 'O', 'O', 'O', 'ARG1', 'O', 'ARG1', 'O', 'ARG0', 'O', 'O', 'O', 'ARG1', 'O', 'V']}, {'verb': 'ҡулланыла', 'description': {'ARG0': 'электораттың', 'V': 'ҡулланыла', 'ARG1': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'O', 'V', 'O', 'ARG0', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Беренсенән,', 'референдум', 'хәүефле,', 'айырыуса', 'ул', 'һирәк', 'ҡулланыла', 'икән,', 'электораттың', 'уның', 'буйынса', 'ҙур', 'булмаған', 'тәжрибәһе', 'бар.']}",,"Беренсенән, референдум хәүефле, айырыуса ул һирәк ҡулланыла икән, электораттың уның буйынса ҙур булмаған тәжрибәһе бар.",15
